dna_type,filepath,ftp_basename,length_of_seqs,num_of_seqs
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000237065.1_ASM23706v1_plasmid.fna,GCF_000237065.1_ASM23706v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000184345.1_ASM18434v2_chromosome.fna,GCF_000184345.1_ASM18434v2,2560222,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000184345.1_ASM18434v2_plasmid.fna,GCF_000184345.1_ASM18434v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000517605.1_ASM51760v1_chromosome.fna,GCF_000517605.1_ASM51760v1,4854518,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000517605.1_ASM51760v1_plasmid.fna,GCF_000517605.1_ASM51760v1,667306:518052:341391:262704:259408,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000022125.1_ASM2212v1_chromosome.fna,GCF_000022125.1_ASM2212v1,2873437,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000022125.1_ASM2212v1_plasmid.fna,GCF_000022125.1_ASM2212v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000266885.1_ASM26688v1_chromosome.fna,GCF_000266885.1_ASM26688v1,4384015,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000266885.1_ASM26688v1_plasmid.fna,GCF_000266885.1_ASM26688v1,25287,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000195335.1_ASM19533v1_chromosome.fna,GCF_000195335.1_ASM19533v1,2269167,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000195335.1_ASM19533v1_plasmid.fna,GCF_000195335.1_ASM19533v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000325705.1_ASM32570v1_chromosome.fna,GCF_000325705.1_ASM32570v1,5608040,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000325705.1_ASM32570v1_plasmid.fna,GCF_000325705.1_ASM32570v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016345.1_ASM1634v1_chromosome.fna,GCF_000016345.1_ASM1634v1,2159490,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016345.1_ASM1634v1_plasmid.fna,GCF_000016345.1_ASM1634v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000236705.1_ASM23670v1_chromosome.fna,GCF_000236705.1_ASM23670v1,4000057,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000236705.1_ASM23670v1_plasmid.fna,GCF_000236705.1_ASM23670v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000265425.1_ASM26542v1_chromosome.fna,GCF_000265425.1_ASM26542v1,5227858,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000265425.1_ASM26542v1_plasmid.fna,GCF_000265425.1_ASM26542v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000199675.1_ASM19967v1_chromosome.fna,GCF_000199675.1_ASM19967v1,3532378,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000199675.1_ASM19967v1_plasmid.fna,GCF_000199675.1_ASM19967v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000202835.1_ASM20283v1_chromosome.fna,GCF_000202835.1_ASM20283v1,3749411,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000202835.1_ASM20283v1_plasmid.fna,GCF_000202835.1_ASM20283v1,271573:65564:54248:40588:14328:12125:5178:1729,8
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284255.1_ASM28425v1_chromosome.fna,GCF_000284255.1_ASM28425v1,5043253,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284255.1_ASM28425v1_plasmid.fna,GCF_000284255.1_ASM28425v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000807255.1_ASM80725v1_chromosome.fna,GCF_000807255.1_ASM80725v1,4352101,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000807255.1_ASM80725v1_plasmid.fna,GCF_000807255.1_ASM80725v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000227685.2_ASM22768v3_chromosome.fna,GCF_000227685.2_ASM22768v3,3756729,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000227685.2_ASM22768v3_plasmid.fna,GCF_000227685.2_ASM22768v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021385.1_ASM2138v1_chromosome.fna,GCF_000021385.1_ASM2138v1,4040304,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021385.1_ASM2138v1_plasmid.fna,GCF_000021385.1_ASM2138v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000255135.1_ASM25513v1_chromosome.fna,GCF_000255135.1_ASM25513v1,2231407,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000255135.1_ASM25513v1_plasmid.fna,GCF_000255135.1_ASM25513v1,13386,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000816845.1_ASM81684v1_chromosome.fna,GCF_000816845.1_ASM81684v1,4133237,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000816845.1_ASM81684v1_plasmid.fna,GCF_000816845.1_ASM81684v1,203748:507254:2466951,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001854245.1_ASM185424v1_chromosome.fna,GCF_001854245.1_ASM185424v1,4455399,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001854245.1_ASM185424v1_plasmid.fna,GCF_001854245.1_ASM185424v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_900116045.1_DESPIGER_chromosome.fna,GCF_900116045.1_DESPIGER,2807531,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_900116045.1_DESPIGER_plasmid.fna,GCF_900116045.1_DESPIGER,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001267925.1_ASM126792v1_chromosome.fna,GCF_001267925.1_ASM126792v1,4965474,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001267925.1_ASM126792v1_plasmid.fna,GCF_001267925.1_ASM126792v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001682385.1_ASM168238v1_chromosome.fna,GCF_001682385.1_ASM168238v1,4451751,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001682385.1_ASM168238v1_plasmid.fna,GCF_001682385.1_ASM168238v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000723425.2_E11_chromosome.fna,GCF_000723425.2_E11,6336293,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000723425.2_E11_plasmid.fna,GCF_000723425.2_E11,114229,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000300135.1_ASM30013v1_chromosome.fna,GCF_000300135.1_ASM30013v1,1645096,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000300135.1_ASM30013v1_plasmid.fna,GCF_000300135.1_ASM30013v1,21990:29615:40165:36602,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000213255.1_ASM21325v1_chromosome.fna,GCF_000213255.1_ASM21325v1,3135972,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000213255.1_ASM21325v1_plasmid.fna,GCF_000213255.1_ASM21325v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001040945.1_ASM104094v1_chromosome.fna,GCF_001040945.1_ASM104094v1,5509723,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001040945.1_ASM104094v1_plasmid.fna,GCF_001040945.1_ASM104094v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000511405.1_ASM51140v1_chromosome.fna,GCF_000511405.1_ASM51140v1,4046337,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000511405.1_ASM51140v1_plasmid.fna,GCF_000511405.1_ASM51140v1,9669,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000512205.2_ASM51220v2_chromosome.fna,GCF_000512205.2_ASM51220v2,6205897,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000512205.2_ASM51220v2_plasmid.fna,GCF_000512205.2_ASM51220v2,374401,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000147695.2_ASM14769v3_chromosome.fna,GCF_000147695.2_ASM14769v3,2785056,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000147695.2_ASM14769v3_plasmid.fna,GCF_000147695.2_ASM14769v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001705175.1_ASM170517v1_chromosome.fna,GCF_001705175.1_ASM170517v1,5109718,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001705175.1_ASM170517v1_plasmid.fna,GCF_001705175.1_ASM170517v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000026005.1_ASM2600v1_chromosome.fna,GCF_000026005.1_ASM2600v1,1516355,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000026005.1_ASM2600v1_plasmid.fna,GCF_000026005.1_ASM2600v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000020305.1_ASM2030v1_chromosome.fna,GCF_000020305.1_ASM2030v1,1202435,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000020305.1_ASM2030v1_plasmid.fna,GCF_000020305.1_ASM2030v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014745.1_ASM1474v1_chromosome.fna,GCF_000014745.1_ASM1474v1,3368780,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014745.1_ASM1474v1_plasmid.fna,GCF_000014745.1_ASM1474v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000179635.2_ASM17963v2_chromosome.fna,GCF_000179635.2_ASM17963v2,3685408,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000179635.2_ASM17963v2_plasmid.fna,GCF_000179635.2_ASM17963v2,420706:352646:15907:7420,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000758725.1_ASM75872v1_chromosome.fna,GCF_000758725.1_ASM75872v1,6812473,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000758725.1_ASM75872v1_plasmid.fna,GCF_000758725.1_ASM75872v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_900078695.1_H044680328_chromosome.fna,GCF_900078695.1_H044680328,4480141,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_900078695.1_H044680328_plasmid.fna,GCF_900078695.1_H044680328,5396,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001318345.1_ASM131834v1_chromosome.fna,GCF_001318345.1_ASM131834v1,7084828,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001318345.1_ASM131834v1_plasmid.fna,GCF_001318345.1_ASM131834v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000583875.1_ASM58387v1_chromosome.fna,GCF_000583875.1_ASM58387v1,1041170,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000583875.1_ASM58387v1_plasmid.fna,GCF_000583875.1_ASM58387v1,7099,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000190735.1_ASM19073v2_chromosome.fna,GCF_000190735.1_ASM19073v2,4635236,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000190735.1_ASM19073v2_plasmid.fna,GCF_000190735.1_ASM19073v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000300235.2_ASM30023v2_chromosome.fna,GCF_000300235.2_ASM30023v2,4576570,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000300235.2_ASM30023v2_plasmid.fna,GCF_000300235.2_ASM30023v2,192380,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000347695.1_ASM34769v1_chromosome.fna,GCF_000347695.1_ASM34769v1,2291643,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000347695.1_ASM34769v1_plasmid.fna,GCF_000347695.1_ASM34769v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001586165.1_ASM158616v1_chromosome.fna,GCF_001586165.1_ASM158616v1,5011796,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001586165.1_ASM158616v1_plasmid.fna,GCF_001586165.1_ASM158616v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001026985.1_ASM102698v1_chromosome.fna,GCF_001026985.1_ASM102698v1,4094629,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001026985.1_ASM102698v1_plasmid.fna,GCF_001026985.1_ASM102698v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000818095.1_ASM81809v1_chromosome.fna,GCF_000818095.1_ASM81809v1,3516439,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000818095.1_ASM81809v1_plasmid.fna,GCF_000818095.1_ASM81809v1,603070,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001402875.1_ASM140287v1_chromosome.fna,GCF_001402875.1_ASM140287v1,3724841,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001402875.1_ASM140287v1_plasmid.fna,GCF_001402875.1_ASM140287v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000816145.1_ASM81614v1_chromosome.fna,GCF_000816145.1_ASM81614v1,2165416,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000816145.1_ASM81614v1_plasmid.fna,GCF_000816145.1_ASM81614v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016425.1_ASM1642v1_chromosome.fna,GCF_000016425.1_ASM1642v1,5183331,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016425.1_ASM1642v1_plasmid.fna,GCF_000016425.1_ASM1642v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000164695.2_ASM16469v2_chromosome.fna,GCF_000164695.2_ASM16469v2,2506025,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000164695.2_ASM16469v2_plasmid.fna,GCF_000164695.2_ASM16469v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_900093775.1_EVONIK_BGLY_chromosome.fna,GCF_900093775.1_EVONIK_BGLY,4607442,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_900093775.1_EVONIK_BGLY_plasmid.fna,GCF_900093775.1_EVONIK_BGLY,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000236665.1_ASM23666v1_chromosome.fna,GCF_000236665.1_ASM23666v1,3806980,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000236665.1_ASM23666v1_plasmid.fna,GCF_000236665.1_ASM23666v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000023745.1_ASM2374v1_chromosome.fna,GCF_000023745.1_ASM2374v1,2995511,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000023745.1_ASM2374v1_plasmid.fna,GCF_000023745.1_ASM2374v1,76680:9816,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024505.1_ASM2450v1_chromosome.fna,GCF_000024505.1_ASM2450v1,1206806,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024505.1_ASM2450v1_plasmid.fna,GCF_000024505.1_ASM2450v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000767055.1_ASM76705v1_chromosome.fna,GCF_000767055.1_ASM76705v1,2671798,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000767055.1_ASM76705v1_plasmid.fna,GCF_000767055.1_ASM76705v1,27197,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013145.1_ASM1314v1_chromosome.fna,GCF_000013145.1_ASM1314v1,1176248,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013145.1_ASM1314v1_plasmid.fna,GCF_000013145.1_ASM1314v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000283555.1_ASM28355v1_chromosome.fna,GCF_000283555.1_ASM28355v1,1515556,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000283555.1_ASM28355v1_plasmid.fna,GCF_000283555.1_ASM28355v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000828515.1_ASM82851v1_chromosome.fna,GCF_000828515.1_ASM82851v1,745590,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000828515.1_ASM82851v1_plasmid.fna,GCF_000828515.1_ASM82851v1,9139,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009725.1_ASM972v1_chromosome.fna,GCF_000009725.1_ASM972v1,3573470,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009725.1_ASM972v1_plasmid.fna,GCF_000009725.1_ASM972v1,103307:44343:119895:106004,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009825.1_ASM982v1_chromosome.fna,GCF_000009825.1_ASM982v1,4303871,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009825.1_ASM982v1_plasmid.fna,GCF_000009825.1_ASM982v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000092825.1_ASM9282v1_chromosome.fna,GCF_000092825.1_ASM9282v1,3157527,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000092825.1_ASM9282v1_plasmid.fna,GCF_000092825.1_ASM9282v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000166415.1_ASM16641v1_chromosome.fna,GCF_000166415.1_ASM16641v1,2613117,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000166415.1_ASM16641v1_plasmid.fna,GCF_000166415.1_ASM16641v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001610955.1_ASM161095v1_chromosome.fna,GCF_001610955.1_ASM161095v1,3450609,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001610955.1_ASM161095v1_plasmid.fna,GCF_001610955.1_ASM161095v1,48708,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000212695.1_ASM21269v1_chromosome.fna,GCF_000212695.1_ASM21269v1,4266344,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000212695.1_ASM21269v1_plasmid.fna,GCF_000212695.1_ASM21269v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000940845.1_ASM94084v1_chromosome.fna,GCF_000940845.1_ASM94084v1,2649166,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000940845.1_ASM94084v1_plasmid.fna,GCF_000940845.1_ASM94084v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025305.1_ASM2530v1_chromosome.fna,GCF_000025305.1_ASM2530v1,2329769,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025305.1_ASM2530v1_plasmid.fna,GCF_000025305.1_ASM2530v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000197735.1_ASM19773v1_chromosome.fna,GCF_000197735.1_ASM19773v1,3859257,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000197735.1_ASM19773v1_plasmid.fna,GCF_000197735.1_ASM19773v1,50407:8528,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000525655.1_ASM52565v1_chromosome.fna,GCF_000525655.1_ASM52565v1,2677607,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000525655.1_ASM52565v1_plasmid.fna,GCF_000525655.1_ASM52565v1,42009,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000204155.1_ASM20415v1_chromosome.fna,GCF_000204155.1_ASM20415v1,6673976,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000204155.1_ASM20415v1_plasmid.fna,GCF_000204155.1_ASM20415v1,58295,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000801315.1_ASM80131v1_chromosome.fna,GCF_000801315.1_ASM80131v1,3874646,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000801315.1_ASM80131v1_plasmid.fna,GCF_000801315.1_ASM80131v1,185052:169180:131151,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000020205.1_ASM2020v1_chromosome.fna,GCF_000020205.1_ASM2020v1,3942557:1302238,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000020205.1_ASM2020v1_plasmid.fna,GCF_000020205.1_ASM2020v1,80934,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000250635.1_ASM25063v1_chromosome.fna,GCF_000250635.1_ASM25063v1,4345237,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000250635.1_ASM25063v1_plasmid.fna,GCF_000250635.1_ASM25063v1,54948,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000265385.1_ASM26538v1_chromosome.fna,GCF_000265385.1_ASM26538v1,3520671,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000265385.1_ASM26538v1_plasmid.fna,GCF_000265385.1_ASM26538v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014865.1_ASM1486v1_chromosome.fna,GCF_000014865.1_ASM1486v1,4719581,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014865.1_ASM1486v1_plasmid.fna,GCF_000014865.1_ASM1486v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001698145.1_ASM169814v1_chromosome.fna,GCF_001698145.1_ASM169814v1,1737502,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001698145.1_ASM169814v1_plasmid.fna,GCF_001698145.1_ASM169814v1,20388:19726:10453,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001767275.1_ASM176727v1_chromosome.fna,GCF_001767275.1_ASM176727v1,2131361,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001767275.1_ASM176727v1_plasmid.fna,GCF_001767275.1_ASM176727v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000143145.1_ASM14314v1_chromosome.fna,GCF_000143145.1_ASM14314v1,3638969,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000143145.1_ASM14314v1_plasmid.fna,GCF_000143145.1_ASM14314v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000725405.1_ASM72540v1_chromosome.fna,GCF_000725405.1_ASM72540v1,3029021,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000725405.1_ASM72540v1_plasmid.fna,GCF_000725405.1_ASM72540v1,84621,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001456215.1_ASM145621v1_chromosome.fna,GCF_001456215.1_ASM145621v1,2709797,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001456215.1_ASM145621v1_plasmid.fna,GCF_001456215.1_ASM145621v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009865.1_ASM986v1_chromosome.fna,GCF_000009865.1_ASM986v1,2685015,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009865.1_ASM986v1_plasmid.fna,GCF_000009865.1_ASM986v1,2300:2366:8180,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000816085.1_ASM81608v1_chromosome.fna,GCF_000816085.1_ASM81608v1,2472129,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000816085.1_ASM81608v1_plasmid.fna,GCF_000816085.1_ASM81608v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001559115.1_ASM155911v1_chromosome.fna,GCF_001559115.1_ASM155911v1,2647552,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001559115.1_ASM155911v1_plasmid.fna,GCF_001559115.1_ASM155911v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000022065.1_ASM2206v1_chromosome.fna,GCF_000022065.1_ASM2206v1,4068724,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000022065.1_ASM2206v1_plasmid.fna,GCF_000022065.1_ASM2206v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000706685.1_ASM70668v1_chromosome.fna,GCF_000706685.1_ASM70668v1,2836901,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000706685.1_ASM70668v1_plasmid.fna,GCF_000706685.1_ASM70668v1,30062,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001273775.1_ASM127377v1_chromosome.fna,GCF_001273775.1_ASM127377v1,4589485,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001273775.1_ASM127377v1_plasmid.fna,GCF_001273775.1_ASM127377v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001553955.1_ASM155395v1_chromosome.fna,GCF_001553955.1_ASM155395v1,2434688,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001553955.1_ASM155395v1_plasmid.fna,GCF_001553955.1_ASM155395v1,40342:35189:57463:81455,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001188915.1_ASM118891v1_chromosome.fna,GCF_001188915.1_ASM118891v1,2582931,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001188915.1_ASM118891v1_plasmid.fna,GCF_001188915.1_ASM118891v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000661895.1_ASM66189v1_chromosome.fna,GCF_000661895.1_ASM66189v1,2875491,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000661895.1_ASM66189v1_plasmid.fna,GCF_000661895.1_ASM66189v1,190889:149806:51047,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000277795.1_ASM27779v1_chromosome.fna,GCF_000277795.1_ASM27779v1,650228,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000277795.1_ASM27779v1_plasmid.fna,GCF_000277795.1_ASM27779v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000316575.1_ASM31657v1_chromosome.fna,GCF_000316575.1_ASM31657v1,7023215,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000316575.1_ASM31657v1_plasmid.fna,GCF_000316575.1_ASM31657v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000785515.1_ASM78551v1_chromosome.fna,GCF_000785515.1_ASM78551v1,2188923,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000785515.1_ASM78551v1_plasmid.fna,GCF_000785515.1_ASM78551v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001514435.1_ASM151443v1_chromosome.fna,GCF_001514435.1_ASM151443v1,1787436,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001514435.1_ASM151443v1_plasmid.fna,GCF_001514435.1_ASM151443v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001267175.1_ASM126717v1_chromosome.fna,GCF_001267175.1_ASM126717v1,2494031,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001267175.1_ASM126717v1_plasmid.fna,GCF_001267175.1_ASM126717v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000020165.1_ASM2016v1_chromosome.fna,GCF_000020165.1_ASM2016v1,3800327,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000020165.1_ASM2016v1_plasmid.fna,GCF_000020165.1_ASM2016v1,47642,1
